name,REGN,type,date,region
Тиси-Банк,1894,отозв.,1997-10-07 ,Тюмень
Банк Поддержки Малого и Среднего Бизнеса,3239,отозв.,1997-10-07 ,Москва
Индустриально-Торговый Банк,2619,отозв.,1997-09-27 ,Москва
Аккор-Банк,2616,отозв.,1997-09-27 ,Москва
Руссмолдбанк,2512,отозв.,1997-09-27 ,Москва
Инвестор,1665,отозв.,1997-09-27 ,Омск
Нордвестбанк,1264,отозв.,1997-09-27 ,Петрозаводск
Юлдуз,626,отозв.,1997-09-27 ,Махачкала
Ходынка,2394,отозв.,1997-09-27 ,Москва
Кропоткинпром,2679,отозв.,1997-09-27 ,"Кропоткин, Краснодарский край"
Акционерный Торгово-Промышленный Банк,2278,отозв.,1997-09-22 ,Казань
Котовсккредитбанк,1245,отозв.,1997-09-22 ,"Котовск, Тамбовская обл."
Апек-Банк,3226,отозв.,1997-09-22 ,Мурманск
Санкт-Петербургский Ипотечный Банк,1878,отозв.,1997-09-22 ,Санкт-Петербург
РИТ,2288,отозв.,1997-09-22 ,Волгоград
Могойтуйский Коммерческий Банк,1350,отозв.,1997-09-22 ,"Могойтуй, Читинская обл."
Интеллект-Капитал,3285,отозв.,1997-09-22 ,Москва
Ростелекомбанк,3100,отозв.,1997-09-22 ,Москва
Военкомбанк,2315,отозв.,1997-09-22 ,Москва
Петробанк,450,отозв.,1997-09-22 ,Петрозаводск
Банк Городского Развития,2079,отозв.,1997-09-22 ,Москва
Презенткомбанк,2300,отозв.,1997-09-05 ,Москва
Артибанк,1636,отозв.,1997-09-05 ,Москва
Триумф,1964,отозв.,1997-09-05 ,Киров
Теучежский,808,отозв.,1997-09-05 ,Адыгейск
Кредо Банк,76,отозв.,1997-09-05 ,Москва
Аркас,2974,отозв.,1997-08-29 ,Махачкала
Усть-Илимский,838,отозв.,1997-08-29 ,Усть-Илимск
Первый Промышленный Банк,3008,отозв.,1997-08-29 ,Москва
Изобильный,866,отозв.,1997-08-29 ,"Изобильный, Ставропольский край"
Уфабизнесбанк,2415,отозв.,1997-08-29 ,Уфа
Тюменский Кредит,1919,отозв.,1997-08-25 ,Тюмень
Московский Коммерческий Георгиевский Банк,2994,отозв.,1997-08-25 ,Москва
Сахсоцбанк,1044,отозв.,1997-08-25 ,Южно-Сахалинск
Прогресс-2000,255,отозв.,1997-08-25 ,Ростов-на-Дону
Интобанк,876,отозв.,1997-08-25 ,Южно-Сахалинск
Азия-Траст,1778,отозв.,1997-08-25 ,Благовещенск
Усинскбизнесбанк,1518,отозв.,1997-08-25 ,"Усинск, Республика Коми"
Черлак,846,отозв.,1997-08-25 ,"р.п.Черлак, Омская обл."
Инфробанк,767,отозв.,1997-08-25 ,Якутск
Омский Кредитный Банк,2933,отозв.,1997-08-25 ,Омск
Ключ,2385,отозв.,1997-08-08 ,Смоленск
Изумрудный,1933,отозв.,1997-08-08 ,Москва
Балтвнешторгбанк Российской Федерации,895,отозв.,1997-08-08 ,Калининград
Международный,2290,отозв.,1997-08-08 ,Москва
Купавинский,3189,отозв.,1997-08-08 ,"пос.Старая Купавна, Московская обл."
Московский Инновационный Банк,3249,отозв.,1997-08-08 ,Москва
Древмаш,73,отозв.,1997-08-01 ,Москва
Гея-Банк,2544,отозв.,1997-08-01 ,Москва
Виктор,2318,отозв.,1997-08-01 ,Москва
Апекс,911,отозв.,1997-08-01 ,Москва
Ершовский Коммерческий Банк,516,отозв.,1997-08-01 ,"Ершов, Саратовская обл."
СОТО,2340,отозв.,1997-08-01 ,Йошкар-Ола
Кейптроллер,2064,отозв.,1997-08-01 ,Иркутск
Континент,11,отозв.,1997-08-01 ,Набережные Челны
Медина,2924,отозв.,1997-08-01 ,Махачкала
ОрИнд-Банк,1155,отозв.,1997-07-25 ,Оренбург
АМБИ-Банк,17,отозв.,1997-07-25 ,Москва
Базис,401,отозв.,1997-07-25 ,Москва
Элатон-Банк,2759,отозв.,1997-07-25 ,Москва
НКБ-Прогресс,1296,отозв.,1997-07-23 ,Нижний Новгород
Полярная Звезда,1400,отозв.,1997-07-23 ,Новый Уренгой
Универсальный Торговый Банк,2379,отозв.,1997-07-23 ,Москва
Апрель,2488,отозв.,1997-07-23 ,Москва
Сибирский Горизонт,2910,отозв.,1997-07-23 ,Кемерово
Пермский Акционерный Коммерческий Банк,91,отозв.,1997-07-23 ,Пермь
Оптимист,2885,отозв.,1997-07-23 ,Махачкала
Джайна,2973,отозв.,1997-07-23 ,Махачкала
АвтоУАЗбанк,366,отозв.,1997-07-23 ,Ульяновск
Деловая Россия,1351,отозв.,1997-07-12 ,Москва
Мусульманбанк,2600,отозв.,1997-07-12 ,Пермь
Эффекткредит,535,отозв.,1997-07-12 ,Москва
Внешторг-Регион-банк,299,отозв.,1997-07-11 ,Оренбург
Русский Кредитный Банк,1960,отозв.,1997-07-11 ,Москва
Промышленный Кредит,2622,отозв.,1997-07-11 ,Москва
Лукойлсиббанк,2599,отозв.,1997-07-11 ,Тюмень
Башпрогрессбанк,1272,отозв.,1997-07-11 ,Уфа
Акобанк,590,отозв.,1997-07-05 ,"Корсаков, Сахалинская обл."
Унцукуль,944,отозв.,1997-07-05 ,"с.Унцукуль, Дагестан"
Крестьянский,3091,отозв.,1997-07-02 ,Махачкала
Сольди,2515,отозв.,1997-06-28 ,Москва
Кредитпромбанк,1336,отозв.,1997-06-28 ,Москва
Торопецбанк,935,отозв.,1997-06-28 ,"Торопец, Тверская обл."
Меридиан-Плюс,2421,отозв.,1997-06-28 ,Волгоград
Тура,706,отозв.,1997-06-28 ,Тюмень
Топаз,3078,отозв.,1997-06-28 ,Москва
Заря Урала,418,отозв.,1997-06-28 ,Пермь
Кронбанк,2276,отозв.,1997-06-28 ,Москва
Эйгэ,1850,отозв.,1997-06-28 ,Якутск
Межэкономсбербанк,1716,отозв.,1997-06-27 ,Москва
Кладезь,1914,отозв.,1997-06-20 ,Волгодонск
Коммерческий Кировский Агробанк,1205,отозв.,1997-06-20 ,"пос.Кировский, Приморский край"
Фрунзенский Коммерческий Банк,707,отозв.,1997-06-20 ,Москва
Крас-Надежда,2133,отозв.,1997-06-20 ,Красноярск
Акрабанк,2213,отозв.,1997-06-20 ,Тольятти
Кратос,3228,отозв.,1997-06-20 ,Москва
Московский Кредит,1101,отозв.,1997-06-20 ,Москва
Володаркомбанк,536,отозв.,1997-06-20 ,Брянск
Читинский Социальный Коммерческий Банк,2845,отозв.,1997-06-20 ,Чита
Нефтехиммашбанк,1476,отозв.,1997-06-18 ,Грозный
Терек,1337,отозв.,1997-06-18 ,Грозный
Супримэксбанк,1438,отозв.,1997-06-03 ,Москва
Биржевая Палата,2988,отозв.,1997-06-03 ,Москва
Мосстройбанк,89,отозв.,1997-06-03 ,Москва
Вэлинкол,2061,отозв.,1997-06-03 ,Москва
Сиа-Банк,2080,отозв.,1997-06-03 ,Москва
Якутзолотобанк,1298,отозв.,1997-06-03 ,Якутск
Демпингбанк,1774,отозв.,1997-06-03 ,Москва
Энергокомбанк,1690,отозв.,1997-06-03 ,Екатеринбург
Демидовский Банк,2533,отозв.,1997-06-03 ,Екатеринбург
Георгиевский,2062,отозв.,1997-05-29 ,"Рыбинск, Ярославская обл."
ЮТА-Банк,1844,отозв.,1997-05-28 ,Екатеринбург
Ива-Банк,515,отозв.,1997-05-28 ,"Балаково, Саратовская обл."
Тхабанк,462,отозв.,1997-05-28 ,Москва
Самарский Биржевой Банк,2094,отозв.,1997-05-28 ,Самара
Медстройинвестбанк,2474,отозв.,1997-05-28 ,Москва
Северный Кавказ,1749,отозв.,1997-05-24 ,Грозный
Агротехника,2030,отозв.,1997-05-24 ,Грозный
Фарн,408,отозв.,1997-05-24 ,Владикавказ
Ипотечный Акционерный Банк,2201,отозв.,1997-05-14 ,Москва
Финанссервис,3160,отозв.,1997-05-14 ,Москва
Аксбанк,892,отозв.,1997-05-14 ,Южно-Сахалинск
Флайт-Банк,1817,отозв.,1997-05-14 ,Москва
РАТО-Банк,1906,отозв.,1997-05-14 ,Москва
Онега,3041,отозв.,1997-05-14 ,"Онега, Архангельская обл."
Чиагропромбанк,465,отозв.,1997-05-14 ,Грозный
Белонфинбанк,1804,отозв.,1997-05-05 ,Новосибирск
Крымсккомбанк,428,отозв.,1997-05-05 ,"Крымск, Краснодарский край"
Лефортовский,1156,отозв.,1997-05-05 ,Москва
Иволгинский,1152,отозв.,1997-05-05 ,"пгт. Иволгинск, Бурятия"
Евобанк,2950,отозв.,1997-05-05 ,Биробиджан
Максоц-Банк,477,отозв.,1997-05-05 ,Магадан
Волгоградский Коммерческий Агропромышленный Банк,676,отозв.,1997-04-25 ,Волгоград
Юганбанк,311,отозв.,1997-04-22 ,Тюмень
Белая Башня,2008,отозв.,1997-04-22 ,Екатеринбург
Югорский Акционерный Банк,1548,отозв.,1997-04-22 ,Нижневартовск
Эрси-Банк,2393,отозв.,1997-04-22 ,Москва
Альянс-Восток,3179,отозв.,1997-04-22 ,Саратов
Нийсо,674,отозв.,1997-04-22 ,Грозный
Сибирский Торговый Банк,1718,отозв.,1997-04-22 ,Новосибирск
Уральский Коммерческий Банк,157,отозв.,1997-04-22 ,Екатеринбург
Церта Банк,283,отозв.,1997-04-22 ,Краснодар
Восток-Сибирь Бизнес,1976,отозв.,1997-04-22 ,Красноярск
Еврокапитал,2687,отозв.,1997-04-22 ,Москва
Авантаж,555,отозв.,1997-04-22 ,Тюмень
Народный Кредитный Банк,2894,отозв.,1997-04-16 ,Киров
Нарт,1643,отозв.,1997-04-15 ,"п.Чегем-1, Кабардино-Балкария"
Венгеровский,1226,отозв.,1997-04-15 ,"с.Венгерово, Новосибирская обл."
Колымский Коммерческий Банк,668,отозв.,1997-04-15 ,"пгт.Палатка, Магаданская обл."
Медпромбанк,770,отозв.,1997-04-15 ,"Медногорск, Оренбургская обл."
НАНбанк,341,отозв.,1997-04-15 ,Нижний Новгород
АССбанк,19,отозв.,1997-04-15 ,Грозный
Эра-Сервис-Банк,2334,отозв.,1997-04-15 ,Москва
Весна,1519,отозв.,1997-04-15 ,"Бузулук, Оренбургская обл."
Уваком-Банк,2648,отозв.,1997-04-15 ,Москва
Коммерческий Банк Делового Сотрудничества (СВС-Банк),487,отозв.,1997-04-15 ,Москва
Пульс,3023,отозв.,1997-04-15 ,Москва
Битца,1798,отозв.,1997-04-15 ,Москва
Актисбанк,2510,отозв.,1997-04-15 ,Москва
Жигули,591,отозв.,1997-04-15 ,Самара
Земланд,907,отозв.,1997-04-15 ,"Светлый, Калининградская обл."
Деловой Мир,2262,отозв.,1997-04-09 ,Махачкала
Нордтрастбанк,2595,отозв.,1997-04-09 ,Москва
Новый,2067,отозв.,1997-04-09 ,Ульяновск
Сахинвест,2812,отозв.,1997-04-09 ,Южно-Сахалинск
Сибирский Альянс,2470,отозв.,1997-04-09 ,Барнаул
Эпкон-Москва,1539,отозв.,1997-04-09 ,Москва
СКАЗбанк,1789,отозв.,1997-04-08 ,Краснодар
Малахит,2762,отозв.,1997-04-08 ,Екатеринбург
Нартбанк,2715,отозв.,1997-04-08 ,Майкоп
Ялосбанк,1551,отозв.,1997-04-08 ,Москва
Дальстройбанк,615,отозв.,1997-04-08 ,Хабаровск
Курорт,338,отозв.,1997-04-08 ,Краснодар
Приватбанк,1020,отозв.,1997-04-08 ,Грозный
Александр-Банк,2298,отозв.,1997-03-29 ,Москва
Волгабанк,1746,отозв.,1997-03-29 ,Ульяновск
Московский Фермерский Банк,2088,отозв.,1997-03-29 ,Москва
Время,1348,отозв.,1997-03-29 ,Южно-Сахалинск
Черняховский Коммерческий Банк,1024,отозв.,1997-03-29 ,Калининград
Национальный Инвестиционный Банк,2204,отозв.,1997-03-29 ,Москва
Хоупбанк,2041,отозв.,1997-03-29 ,Калининград
Чувашсоцбанк,448,отозв.,1997-03-29 ,Чебоксары
РЭА-Банк,2169,отозв.,1997-03-29 ,Москва
Таловаяагрокомбанк,1589,отозв.,1997-03-29 ,"пгт.Таловая, Воронежская обл."
Нижнеамурский Акционерный Коммерческий Банк,1004,отозв.,1997-03-29 ,Комсомольск-на-Амуре
Лес,1870,отозв.,1997-03-29 ,Киров
Агросодружество,1278,отозв.,1997-03-29 ,"с.Тарумовка, Дагестан"
Кафкомбанк,1379,отозв.,1997-03-29 ,Хабаровск
Скиф,1380,отозв.,1997-03-29 ,Москва
Свейд,2760,отозв.,1997-03-29 ,"пос.Шарлык, Оренбургская обл."
Волгодонский Региональный Земельный Банк,2378,отозв.,1997-03-29 ,Волгодонск
Тюменьлескомбанк,1480,отозв.,1997-03-29 ,Тюмень
Дагзембанк,2237,отозв.,1997-03-29 ,Махачкала
РЕО-Банк,909,отозв.,1997-03-29 ,Биробиджан
Гарантбанк,1708,отозв.,1997-03-29 ,Новосибирск
Кинешма,2363,отозв.,1997-03-29 ,"Кинешма, Ивановская обл."
Гумс,2113,отозв.,1997-03-29 ,Грозный
Барт,2052,отозв.,1997-03-29 ,"Урус-Мартан, Чечня"
Таробанк,1887,отозв.,1997-03-29 ,Грозный
Артемида,3035,отозв.,1997-03-29 ,Астрахань
Осетия,2708,отозв.,1997-03-29 ,Владикавказ
Гатчинский Коммерческий Банк,2106,отозв.,1997-03-29 ,"Гатчина, Ленинградская обл."
Соцбанк,661,отозв.,1997-03-29 ,Волгоград
Платинумбанк,2954,отозв.,1997-03-29 ,Москва
Шонкор-ОЛБИ,2540,отозв.,1997-03-29 ,Горно-Алтайск
Заволжье,3056,отозв.,1997-03-29 ,Тверь
Первый Профессиональный Банк,1986,отозв.,1997-03-28 ,Москва
Европейский Север,2332,отозв.,1997-03-18 ,Сыктывкар
Эскадо,1621,отозв.,1997-03-18 ,Москва
Каспий,1722,отозв.,1997-03-13 ,Махачкала
Преображение,1321,отозв.,1997-03-13 ,Москва
Московский Акционерный Инновационный Банк,35,отозв.,1997-03-13 ,Москва
Брянсксоцбанк,512,отозв.,1997-03-13 ,Брянск
Табасаран,2592,отозв.,1997-03-13 ,"с.Хучни, Дагестан"
Марго,2215,отозв.,1997-03-13 ,Москва
Тисбанк,2356,отозв.,1997-03-13 ,Москва
Псковакдорстройбанк,2348,отозв.,1997-03-13 ,Псков
Кадалинский,2233,отозв.,1997-03-13 ,Чита
Боградский,1051,отозв.,1997-03-13 ,"с.Боград, Красноярский край"
Арктикбанк,1672,отозв.,1997-03-13 ,Мурманск
Гермес-Волга,2311,отозв.,1997-03-13 ,Саратов
Петербургский Акционерный Народный Банк,1875,отозв.,1997-03-13 ,Санкт-Петербург
Ресоко,2624,отозв.,1997-03-13 ,Липецк
Форум-Банк,63,отозв.,1997-03-13 ,Челябинск
Якутагропромбанк,849,отозв.,1997-03-13 ,Якутск
Акуша,1308,отозв.,1997-03-13 ,"с.Акуша, Дагестан"
Сельсккомбанк,757,отозв.,1997-03-13 ,Пенза
Сахабанк,1217,отозв.,1997-03-13 ,Якутск
КоБРа,191,отозв.,1997-03-13 ,Москва
Барнаулбанк,1923,отозв.,1997-03-13 ,Барнаул
Казбизнесбанк,1540,отозв.,1997-03-13 ,Казань
Сельские Дороги,1706,отозв.,1997-03-13 ,Казань
Белка,688,отозв.,1997-03-05 ,"Уржум, Кировская обл."
Роскоммунбанк,475,отозв.,1997-03-05 ,Москва
Южно-Черноморский Коммерческий Банк,253,отозв.,1997-03-05 ,"Туапсе, Краснодарский край"
Бизон-Капитал,1832,отозв.,1997-03-05 ,Хабаровск
Московский Коммерческий Банк Международных Расчетов,2550,отозв.,1997-03-05 ,Москва
Балтия (Москва-Балтия-Банк),2751,отозв.,1997-03-05 ,Москва
Аксайагро,463,отозв.,1997-03-05 ,"Аксай, Ростовская обл."
Дальпромстройбанк,1803,отозв.,1997-03-05 ,Хабаровск
Интеркомбанк,2104,отозв.,1997-03-05 ,Екатеринбург
Ургалкредит,697,отозв.,1997-03-05 ,"п.Чегдомын, Хабаровский край"
Рич,2282,отозв.,1997-03-05 ,Москва
Приволжский,1267,отозв.,1997-03-05 ,Чебоксары
Сахагро,549,отозв.,1997-03-05 ,Южно-Сахалинск
Каросбанк,2522,отозв.,1997-02-22 ,Москва
Мобилисбанк,2532,отозв.,1997-02-22 ,Москва
Балчуг,1808,отозв.,1997-02-22 ,Москва
Оренбургладабанк,727,отозв.,1997-02-22 ,Оренбург
Владбанк,1146,отозв.,1997-02-15 ,Владивосток
Центральный Муниципальный Коммерческий Банк,2149,отозв.,1997-02-07 ,Москва
Банк Содействия Приватизации,2230,отозв.,1997-02-07 ,Челябинск
Кочубеевский,807,отозв.,1997-02-07 ,"с.Кочубеевское, Ставропольский край"
Донской Акционерный Коммерческий Банк Реконструкции и Развития,2381,отозв.,1997-02-07 ,Ростов-на-Дону
СКМ-Банк,3031,отозв.,1997-02-07 ,Москва
Геолбанк,129,отозв.,1997-02-07 ,Москва
Финэкс,2824,отозв.,1997-02-07 ,Москва
Торгово-Индустриальный Банк,2661,отозв.,1997-02-07 ,Находка
Российско-Тихоокеанский Банк,1840,отозв.,1997-02-07 ,Владивосток
Псковрайкомбанк,593,отозв.,1997-02-07 ,Псков
Авалон,2660,отозв.,1997-02-07 ,Москва
Саксин,2907,отозв.,1997-02-07 ,Астрахань
Скипп,691,отозв.,1997-02-07 ,Тверь
Ювента,2261,отозв.,1997-02-06 ,Пермь
Арбатский,2608,отозв.,1997-02-06 ,Москва
Новочебоксарский,1292,отозв.,1997-02-06 ,"Новочебоксарск, Чувашия"
Национальный Пенсионный Банк,2265,отозв.,1997-01-29 ,Москва
Аэрофлот,36,отозв.,1997-01-28 ,Москва
Тэпкобанк,290,отозв.,1997-01-28 ,Москва
Коммерческий Народный Банк,947,отозв.,1997-01-05 ,Москва
Национальный Кредит,1212,отозв.,1996-12-30 ,Москва
Континент-Банк,1372,отозв.,1996-12-15 ,Москва
Коммерческий Жилищный Банк,3199,отозв.,1996-12-15 ,Москва
Московское Коммерческое Бюро,15,отозв.,1996-12-15 ,Москва
Русский Коммерческий Банк,2509,отозв.,1996-12-15 ,Москва
Ростов Великий,1119,отозв.,1996-12-15 ,"Ростов, Ярославская обл."
Светлоградбанк,1347,отозв.,1996-12-15 ,"Светлоград, Ставропольский край"
АРиС,1822,отозв.,1996-12-15 ,Черкесск
Рубцовский,834,отозв.,1996-12-15 ,"Рубцовск, Алтайский край"
Манас,2442,отозв.,1996-12-09 ,Южно-Сахалинск
Офицерский Банк,2066,отозв.,1996-12-09 ,Москва
Останкино,2773,отозв.,1996-12-09 ,Москва
Риал,1310,отозв.,1996-12-09 ,Тюмень
Воткинскинкомбанк,2236,отозв.,1996-12-09 ,"Воткинск, Удмуртия"
Алтайкредитпромбанк,1238,отозв.,1996-12-09 ,Барнаул
Порта,2420,отозв.,1996-12-09 ,Саратов
Новопавловский,1285,отозв.,1996-12-09 ,"Новопавловск, Ставропольский край"
Курорт-Бизнес-Банк,2452,отозв.,1996-12-09 ,Кисловодск
Свердловский Заводской Коммерческий Банк,1230,отозв.,1996-12-09 ,Екатеринбург
Кисловодск,504,отозв.,1996-12-09 ,Кисловодск
Лэнд Банк,2243,отозв.,1996-12-09 ,Санкт-Петербург
Байкальский,572,отозв.,1996-12-09 ,Иркутск
Русско-Американский Банк,2185,отозв.,1996-12-09 ,Санкт-Петербург
Согласие,242,отозв.,1996-12-05 ,Москва
Курс,364,отозв.,1996-12-05 ,Ростов-на-Дону
Россия-МАЛС,1603,отозв.,1996-11-21 ,Москва
Мытищинский Коммерческий Банк,722,отозв.,1996-11-21 ,"Мытищи, Московская обл."
Коопторгпредбанк,1901,отозв.,1996-11-21 ,Москва
Невинкомбанк,672,отозв.,1996-11-19 ,"Невинномысск, Ставропольский край"
Инвестдельтабанк,3151,отозв.,1996-11-19 ,Москва
Инжинбанк,2281,отозв.,1996-11-19 ,Москва
Симбирск,1235,отозв.,1996-11-19 ,Ульяновск
Леисбанк,2691,отозв.,1996-11-19 ,Черкесск
Еврокосмос,1425,отозв.,1996-11-19 ,Москва
ГлорияБанк,2105,отозв.,1996-11-19 ,Москва
Русский Продовольственный Банк,2180,отозв.,1996-11-19 ,Москва
Надежда,426,отозв.,1996-11-19 ,"Новокузнецк, Кемеровская обл."
АБИ-Банк,40,отозв.,1996-11-19 ,Санкт-Петербург
Новосибирскпрофбанк,1780,отозв.,1996-11-05 ,Новосибирск
Цовинар,2513,отозв.,1996-11-05 ,Ростов-на-Дону
АгроТЭК,2458,отозв.,1996-11-05 ,Москва
Дилер-Банк,1879,отозв.,1996-11-05 ,Москва
Тверьзембанк,1682,отозв.,1996-11-05 ,Тверь
Вестбанк Лтд,2212,отозв.,1996-10-19 ,Томск
Астробанк,1102,отозв.,1996-10-19 ,Санкт-Петербург
Магнат,3131,отозв.,1996-10-19 ,Москва
Читинский,853,отозв.,1996-10-16 ,Чита
Золотобанк,243,отозв.,1996-10-16 ,Москва
Весы,3222,отозв.,1996-10-16 ,Москва
Экор,2240,отозв.,1996-10-16 ,Екатеринбург
Марэлектроникабанк,2182,отозв.,1996-10-16 ,Йошкар-Ола
Ростбанк,2855,отозв.,1996-10-16 ,Москва
Крестьянский Ипотечный Банк,2693,отозв.,1996-10-16 ,Челябинск
Русско-Азиатский Банк,117,отозв.,1996-10-16 ,Иркутск
Восход,582,отозв.,1996-10-16 ,"пос.Шушенское, Красноярский край"
Новгородский Фермер,3244,отозв.,1996-10-16 ,Новгород
Турочакский Коммерческий Банк,1903,отозв.,1996-10-16 ,"с.Турочак, Республика Алтай"
Чуя,1211,отозв.,1996-10-16 ,"с. Кош-Агач, Республика Алтай"
Понизовье,2656,отозв.,1996-10-16 ,Астрахань
Русский Северный Банк,2362,отозв.,1996-10-14 ,Мурманск
Кредит-Петербург,1568,отозв.,1996-10-11 ,Санкт-Петербург
Первый Русский Банк,1965,отозв.,1996-10-11 ,Москва
Пенза,522,отозв.,1996-09-27 ,Пенза
Синтез,491,отозв.,1996-09-27 ,Челябинск
Русско-Балтийский Банк,731,отозв.,1996-09-24 ,Калининград
Курскэкономбанк,2610,отозв.,1996-09-24 ,Курск
Асткомбанк,1883,отозв.,1996-09-24 ,Астрахань
Шалбуздаг,2153,отозв.,1996-09-19 ,Махачкала
Шарканский Коммерческий Банк,984,отозв.,1996-09-19 ,"с.Шаркан, Удмуртия"
Филитуниверсалбанк,2578,отозв.,1996-09-19 ,Москва
Перспектива,2140,отозв.,1996-09-19 ,Санкт-Петербург
Крез,2498,отозв.,1996-09-19 ,Самара
Тайга,1233,отозв.,1996-09-19 ,"Тайга, Кемеровская обл."
ВИЗ-Банк,2461,отозв.,1996-09-06 ,Екатеринбург
Каспрыба,879,отозв.,1996-09-06 ,Астрахань
Реформа,1287,отозв.,1996-09-06 ,"ст.Ессентукская, Ставропольский край"
Директ-Банк,2850,отозв.,1996-09-06 ,Москва
Интерпартнер,3102,отозв.,1996-09-06 ,Москва
Новинбанк,2112,отозв.,1996-09-06 ,Москва
Ростовский Крестьянский Банк,2183,отозв.,1996-09-06 ,Ростов-на-Дону
Белбанк,1437,отозв.,1996-09-06 ,Белгород
Талер-Банк,2349,отозв.,1996-09-05 ,Москва
Промкомбанк,449,отозв.,1996-09-05 ,Ставрополь
Волго-Вятский Проминбанк,2430,отозв.,1996-09-05 ,Нижний Новгород
Гандвикбанк,1410,отозв.,1996-09-05 ,Архангельск
Сибирский Строительный Банк,2454,отозв.,1996-09-05 ,Новосибирск
Тракторобанк,636,отозв.,1996-09-05 ,Волгоград
Аяр,495,отозв.,1996-09-05 ,Йошкар-Ола
Новороссийский Международный Инвестиционный Банк,2042,отозв.,1996-09-05 ,Новороссийск
Вистабанк,1691,отозв.,1996-09-03 ,Калуга
Татьяна,581,отозв.,1996-09-03 ,"Вязьма, Смоленская обл."
Флагман-Банк,2536,отозв.,1996-09-03 ,Южно-Сахалинск
Сахалин,1145,отозв.,1996-09-03 ,"Корсаков, Сахалинская обл."
Нефтегазстройбанк (НГСБанк),648,отозв.,1996-09-03 ,Москва
Акционерный Купеческий Банк,1669,отозв.,1996-09-03 ,Калуга
Баиф,3025,отозв.,1996-09-03 ,Москва
Санбанк,1937,отозв.,1996-08-23 ,"Волжск, Республика Марий-Эл"
Тамбовавтотрансбанк,1086,отозв.,1996-08-22 ,Тамбов
Саяны,1268,отозв.,1996-08-17 ,Абакан
Дагконверсия-Банк,2935,отозв.,1996-08-14 ,Махачкала
Инторгбанк,1983,отозв.,1996-08-14 ,Иркутск
Кочубейский,643,отозв.,1996-08-14 ,"п.Кочубей, Дагестан"
Омторбанк,2025,отозв.,1996-08-14 ,Омск
Тиман-Банк,93,отозв.,1996-08-14 ,Ухта
Акпарс,1715,отозв.,1996-08-14 ,Йошкар-Ола
Транснациональный Лесной Банк,2631,отозв.,1996-08-14 ,Нижний Новгород
Аврора,2069,отозв.,1996-08-14 ,"пос. Железнодорожный, Калининградская обл."
Ямалгазбанк,2754,отозв.,1996-08-14 ,"Лабытнанги, Тюменская обл."
Дельта-Банк,3022,отозв.,1996-08-14 ,Москва
Аэрокосмос-Банк,2457,отозв.,1996-08-14 ,Москва
Агромашбанк,2387,отозв.,1996-08-14 ,Москва
Констант Банк,1733,отозв.,1996-08-14 ,Ессентуки
Кубаньэлектронбанк,2181,отозв.,1996-08-14 ,Горячий Ключ
Селиж,1039,отозв.,1996-08-14 ,"пгт. Селижарово, Тверская обл."
Вектор,1820,отозв.,1996-08-14 ,"Киселевск, Кемеровская обл."
Курган-Ресурс,1698,отозв.,1996-08-14 ,Курган
Горно-Алтайбанк,1289,отозв.,1996-08-14 ,Горно-Алтайск
Кубанский Залоговый (Ипотечный) Банк,1861,отозв.,1996-08-10 ,Краснодар
Кредит-Консенсус,1453,отозв.,1996-08-10 ,Москва
Урал-Инвест Банк,2753,отозв.,1996-08-10 ,Уфа
Финкор-Кредит,2821,отозв.,1996-08-10 ,Тверь
Красноекомбанк,1174,отозв.,1996-07-23 ,"пгт.Красное-на-Волге, Костромская обл."
Нижегородец,239,отозв.,1996-07-23 ,Нижний Новгород
Средневолжский Акционерный Коммерческий Банк,422,отозв.,1996-07-23 ,Самара
Гвардейскбанк,905,отозв.,1996-07-23 ,"Гвардейск, Калининградская обл."
Индустрия-Сервис,321,отозв.,1996-07-23 ,Москва
Ресурс-Банк,332,отозв.,1996-07-23 ,Москва
Шанс,2134,отозв.,1996-07-23 ,Тюмень
Розбанк,2694,отозв.,1996-07-23 ,Саратов
Абаканинвестбанк,2744,отозв.,1996-07-10 ,Абакан
Голон,1585,отозв.,1996-07-10 ,"Туапсе, Краснодарский край"
Комибанк,1442,отозв.,1996-07-10 ,Сыктывкар
Кавказ Фермер Банк,2010,отозв.,1996-07-10 ,Махачкала
Интра-Банк,1761,отозв.,1996-07-10 ,Москва
Агродорбанк,2076,отозв.,1996-07-10 ,Рязань
Бата,2068,отозв.,1996-07-10 ,Новороссийск
Независимый Банк России,2259,отозв.,1996-06-25 ,Москва
Алина,1550,отозв.,1996-06-25 ,"Абдулино, Оренбургская обл."
Вик-Банк,3034,отозв.,1996-06-25 ,Киров
СТЗ-Банк,2224,отозв.,1996-06-13 ,"Полевской, Сверловская обл."
Улкомбанк,1390,отозв.,1996-06-13 ,Ульяновск
Бройлер,2341,отозв.,1996-06-13 ,"Городище, Волгоградская обл."
Азово-Черноморский Коммерческий Банк,433,отозв.,1996-06-13 ,Краснодар
Царицын,1537,отозв.,1996-06-13 ,Волгоград
Сахалинский Банк Реконструкции и Развития,3178,отозв.,1996-06-13 ,Южно-Сахалинск
Санкт-Петербургский Биржевой Банк,1739,отозв.,1996-06-13 ,Санкт-Петербург
Кооператор,1549,отозв.,1996-06-13 ,"ст.Ленинградская, Краснодарский край"
Гермес-Банк,147,отозв.,1996-06-13 ,Ростов-на-Дону
Кюринский,627,отозв.,1996-06-13 ,"с.Касумкент, Дагестан"
